country,region,nuts2,forest_type,con_broad,mgmt_type,rotation_age,mai_vol_m3_ha_yr,bcef,mai_co2_tCO2_ha_yr,density_tCO2_ha
IT,La,ITI4,PM,con,H,55,2.9163636363636365,0.54,3.609,198.495
IT,Li,ITC3,PM,con,H,55,1.8872727272727272,0.56,2.422,133.21
IT,Mo,ITF2,PM,con,H,55,2.321818181818182,0.55,2.926458333333333,160.95520833333333
IT,Pi,ITC1,PM,con,H,55,1.4800000000000002,0.58,1.9671666666666667,108.19416666666667
IT,Pu,ITF4,PM,con,H,65,1.8,0.55,2.2687500000000003,147.46875000000003
IT,Sa,ITG2,PM,con,H,55,2.069090909090909,0.56,2.655333333333333,146.04333333333332
IT,Si,ITG1,PM,con,H,55,3.678181818181818,0.52,4.383166666666667,241.07416666666668
IT,To,ITI1,PM,con,H,55,3.852727272727273,0.52,4.591166666666667,252.51416666666668
IT,Um,ITI2,PM,con,H,55,2.9690909090909092,0.53,3.606208333333334,198.34145833333338
IT,Ve,ITH3,PM,con,H,55,3.6054545454545455,0.52,4.2965,236.3075
IT,AA,ITH1,PN,con,H,75,0.15733333333333335,0.59,0.21272777777777777,15.954583333333332
IT,Ab,ITF1,PN,con,H,75,2.26,0.43,2.227041666666666,167.02812499999996
IT,Ba,ITF5,PN,con,H,75,1.7733333333333334,0.44,1.7881111111111112,134.10833333333335
IT,Cal,ITF6,PN,con,H,75,6.196,0.42,5.9636499999999995,447.27374999999995
IT,Cam,ITF3,PN,con,H,75,4.973333333333334,0.42,4.786833333333333,359.0125
IT,ER,ITH5,PN,con,H,75,4.9959999999999996,0.42,4.808649999999999,360.64874999999995
IT,FVG,ITH4,PN,con,H,75,4.874666666666667,0.42,4.691866666666667,351.89
IT,La,ITI4,PN,con,H,75,3.0226666666666664,0.43,2.9785861111111105,223.39395833333327
IT,Li,ITC3,PN,con,H,75,4.6466666666666665,0.42,4.472416666666666,335.4312499999999
IT,Lo,ITC4,PN,con,H,75,3.0826666666666664,0.43,3.0377111111111113,227.82833333333335
IT,Ma,ITI3,PN,con,H,75,3.4106666666666667,0.43,3.360927777777778,252.06958333333336
IT,Mo,ITF2,PN,con,H,75,2.8640000000000003,0.43,2.822233333333334,211.66750000000005
IT,Pi,ITC1,PN,con,H,75,3.06,0.43,3.015375,226.15312500000002
IT,Pu,ITF4,PN,con,H,75,5.788,0.42,5.57095,417.82124999999996
IT,Sa,ITG2,PN,con,H,75,2.2,0.43,2.1679166666666667,162.59375
IT,Si,ITG1,PN,con,H,75,2.348,0.43,2.313758333333333,173.53187499999996
IT,Tn,ITH2,PN,con,H,75,3.4066666666666667,0.43,3.356986111111111,251.77395833333333
IT,To,ITI1,PN,con,H,75,8.577333333333332,0.42,8.255683333333332,619.1762499999999
IT,Um,ITI2,PN,con,H,75,2.8346666666666667,0.43,2.793327777777778,209.49958333333333
IT,Va,ITC2,PN,con,H,75,1.12,0.45,1.1550000000000002,86.62500000000001
IT,Ve,ITH3,PN,con,H,75,2.94,0.43,2.897125,217.28437499999998
IT,Ab,ITF1,PP,broad,H,55,1.029090909090909,0.37,0.8725833333333333,47.992083333333326
IT,Ba,ITF5,PP,broad,H,55,2.6163636363636367,0.31,1.8587083333333334,102.22895833333334
IT,Cal,ITF6,PP,broad,H,55,7.2309090909090905,0.27,4.474125,246.076875
IT,Cam,ITF3,PP,broad,H,55,3.6763636363636363,0.3,2.5275,139.0125
IT,ER,ITH5,PP,broad,H,55,3.785454545454545,0.29,2.5157499999999993,138.36624999999995
IT,FVG,ITH4,PP,broad,H,55,3.7181818181818183,0.3,2.55625,140.59375
IT,La,ITI4,PP,broad,H,55,3.1763636363636363,0.3,2.1837499999999994,120.10624999999997
IT,Li,ITC3,PP,broad,H,55,2.2781818181818183,0.32,1.6706666666666667,91.88666666666667
IT,Lo,ITC4,PP,broad,H,45,3.486666666666667,0.31,2.476986111111111,111.464375
IT,Ma,ITI3,PP,broad,H,55,1.2181818181818183,0.36,1.0050000000000001,55.275000000000006
IT,Mo,ITF2,PP,broad,H,45,0.9022222222222223,0.4,0.8270370370370371,37.21666666666667
IT,Pi,ITC1,PP,broad,H,55,3.8836363636363633,0.29,2.581,141.95499999999998
IT,Pu,ITF4,PP,broad,H,45,3.673333333333334,0.31,2.6095972222222223,117.431875
IT,Sa,ITG2,PP,broad,H,55,2.003636363636364,0.33,1.5152500000000002,83.33875
IT,Si,ITG1,PP,broad,H,55,1.8581818181818182,0.33,1.4052499999999999,77.28875
IT,To,ITI1,PP,broad,H,55,8.012727272727272,0.26,4.774249999999999,262.58374999999995
IT,Um,ITI2,PP,broad,H,55,2.1036363636363635,0.33,1.590875,87.498125
IT,Ve,ITH3,PP,broad,H,55,5.794545454545454,0.28,3.7181666666666664,204.49916666666664
IT,AA,ITH1,PS,con,H,55,3.938181818181818,0.48,4.332,238.26
IT,Ab,ITF1,PS,con,H,55,4.463636363636364,0.48,4.91,270.05
IT,ER,ITH5,PS,con,H,55,1.4127272727272728,0.49,1.5863749999999999,87.250625
IT,FVG,ITH4,PS,con,H,55,2.2018181818181817,0.48,2.4219999999999997,133.20999999999998
IT,Li,ITC3,PS,con,H,55,2.187272727272727,0.48,2.4059999999999997,132.32999999999998
IT,Lo,ITC4,PS,con,H,55,4.321818181818181,0.48,4.754,261.46999999999997
IT,Pi,ITC1,PS,con,H,65,2.5538461538461537,0.48,2.8092307692307688,182.59999999999997
IT,Tn,ITH2,PS,con,H,55,2.418181818181818,0.48,2.6599999999999997,146.29999999999998
IT,To,ITI1,PS,con,H,55,4.332727272727273,0.48,4.766,262.13
IT,Um,ITI2,PS,con,H,55,2.7163636363636363,0.48,2.9879999999999995,164.33999999999997
IT,Ve,ITH3,PS,con,H,55,2.4927272727272727,0.48,2.7419999999999995,150.80999999999997
IT,Ab,ITF1,QC,broad,H,85,1.6058823529411765,0.69,2.539301470588235,215.840625
IT,Ba,ITF5,QC,broad,H,85,1.9741176470588238,0.69,3.121573529411765,265.33375
IT,Cal,ITF6,QC,broad,H,85,5.645882352941176,0.69,8.927551470588234,758.841875
IT,Cam,ITF3,QC,broad,H,85,3.2129411764705886,0.69,5.080463235294117,431.8393749999999
IT,ER,ITH5,QC,broad,H,85,2.2458823529411767,0.69,3.551301470588235,301.86062499999997
IT,La,ITI4,QC,broad,H,85,3.08,0.69,4.8702499999999995,413.97124999999994
IT,Li,ITC3,QC,broad,H,85,3.7341176470588233,0.69,5.904573529411764,501.88874999999996
IT,Mo,ITF2,QC,broad,H,85,1.9941176470588236,0.69,3.153198529411765,268.021875
IT,Pi,ITC1,QC,broad,H,85,3.3741176470588234,0.69,5.335323529411764,453.50249999999994
IT,Si,ITG1,QC,broad,H,85,3.3117647058823527,0.69,5.2367279411764684,445.1218749999998
IT,To,ITI1,QC,broad,H,85,2.7211764705882353,0.69,4.302860294117647,365.74312499999996
IT,Um,ITI2,QC,broad,H,85,0.8376470588235294,0.69,1.3245294117647055,112.58499999999997
IT,Ba,ITF5,QI,broad,H,55,5.005454545454546,0.69,7.914875,435.318125
IT,Cal,ITF6,QI,broad,H,55,2.432727272727273,0.69,3.8467500000000006,211.57125000000002
IT,Sa,ITG2,QI,broad,H,55,1.8272727272727274,0.69,2.8893750000000002,158.915625
IT,Si,ITG1,QI,broad,H,55,0.9745454545454546,0.7,1.5633333333333332,85.98333333333333
IT,To,ITI1,QI,broad,H,55,5.3945454545454545,0.69,8.530125,469.156875
IT,AA,ITH1,QR,broad,H,75,2.988,0.69,4.724774999999999,354.358125
IT,Ab,ITF1,QR,broad,H,75,1.5733333333333333,0.69,2.487833333333333,186.58749999999998
IT,Ba,ITF5,QR,broad,H,75,1.2173333333333334,0.69,1.924908333333333,144.36812499999996
IT,Cam,ITF3,QR,broad,H,75,1.032,0.69,1.6318499999999996,122.38874999999997
IT,FVG,ITH4,QR,broad,H,75,3.1959999999999997,0.69,5.053674999999998,379.0256249999999
IT,La,ITI4,QR,broad,H,75,0.9453333333333334,0.69,1.494808333333333,112.11062499999998
IT,Li,ITC3,QR,broad,H,75,2.2826666666666666,0.69,3.6094666666666657,270.7099999999999
IT,Lo,ITC4,QR,broad,H,75,1.972,0.69,3.1182249999999994,233.86687499999996
IT,Ma,ITI3,QR,broad,H,75,1.2186666666666668,0.69,1.9270166666666668,144.52625
IT,Mo,ITF2,QR,broad,H,75,14.533333333333333,0.69,22.98083333333333,1723.5624999999998
IT,Pi,ITC1,QR,broad,H,75,1.9173333333333336,0.69,3.0317833333333333,227.38375
IT,Pu,ITF4,QR,broad,H,75,1.8626666666666665,0.69,2.945341666666666,220.90062499999993
IT,Sa,ITG2,QR,broad,H,75,0.4573333333333333,0.71,0.7441194444444443,55.80895833333332
IT,Si,ITG1,QR,broad,H,75,2.7466666666666666,0.69,4.343166666666666,325.73749999999995
IT,Tn,ITH2,QR,broad,H,75,3.2466666666666666,0.69,5.133791666666666,385.03437499999995
IT,To,ITI1,QR,broad,H,75,0.8653333333333334,0.69,1.3683083333333332,102.62312499999999
IT,Um,ITI2,QR,broad,H,75,4.789333333333333,0.69,7.573133333333333,567.985
IT,Ve,ITH3,QR,broad,H,75,1.148,0.69,1.8152749999999995,136.14562499999997
IT,Cal,ITF6,QS,broad,H,25,2.472,0.7,3.9654999999999996,99.13749999999999
IT,Sa,ITG2,QS,broad,H,25,1.78,0.7,2.8554166666666663,71.38541666666666
IT,Si,ITG1,QS,broad,H,25,1.416,0.71,2.3039499999999995,57.59874999999999
IT,To,ITI1,QS,broad,H,25,2.36,0.7,3.7858333333333327,94.64583333333331
IT,AA,ITH1,RF,broad,H,65,1.3846153846153846,0.34,1.0788461538461538,70.125
IT,Ab,ITF1,RF,broad,H,65,2.9307692307692306,0.3,2.014903846153846,130.96875
IT,Ba,ITF5,RF,broad,H,65,3.1923076923076925,0.3,2.1947115384615383,142.65625
IT,Cal,ITF6,RF,broad,H,65,4.3076923076923075,0.28,2.764102564102564,179.66666666666666
IT,ER,ITH5,RF,broad,H,65,3.976923076923077,0.28,2.551858974358974,165.8708333333333
IT,La,ITI4,RF,broad,H,65,3.193846153846154,0.3,2.1957692307692307,142.725
IT,Li,ITC3,RF,broad,H,65,4.747692307692308,0.28,3.046435897435898,198.01833333333335
IT,Pi,ITC1,RF,broad,H,65,3.8107692307692305,0.29,2.5325737179487176,164.61729166666663
IT,To,ITI1,RF,broad,H,65,6.606153846153846,0.26,3.936166666666667,255.85083333333336
IT,Ve,ITH3,RF,broad,H,65,4.578461538461539,0.28,2.937846153846155,190.96000000000006
LT,?,NUTS0,AG,broad,H,75,3.894666666666667,0.48,4.284133333333334,321.31000000000006
LT,?,NUTS0,AI,broad,H,45,4.142222222222222,0.48,4.556444444444444,205.03999999999996
LT,?,NUTS0,BT,broad,H,75,3.574666666666667,0.55,4.505569444444445,337.9177083333334
LT,?,NUTS0,OB,broad,H,95,2.5305263157894737,0.51,2.9575526315789475,280.96750000000003
LT,?,NUTS0,PA,con,H,85,3.9411764705882355,0.44,3.9740196078431373,337.7916666666667
LT,?,NUTS0,PS,con,H,95,3.649473684210526,0.45,3.7635197368421047,357.53437499999995
LT,?,NUTS0,PT,broad,H,65,5.124615384615385,0.36,4.227807692307692,274.8075
LT,?,NUTS0,QR,broad,H,95,2.8694736842105266,0.5,3.2879385964912284,312.3541666666667
LU,LU00,LU00,DF,con,H,35,7.797142857142856,0.45,8.04080357142857,281.42812499999997
LU,LU00,LU00,FS,broad,H,75,2.468,0.6,3.3935,254.5125
LU,LU00,LU00,OB,broad,H,95,1.0357894736842106,0.4,0.9494736842105265,90.20000000000002
LU,LU00,LU00,OC,con,H,35,3.525714285714286,0.47,3.797488095238095,132.91208333333333
LU,LU00,LU00,PA,con,H,35,7.0771428571428565,0.43,6.973934523809523,244.0877083333333
LU,LU00,LU00,QR,broad,H,95,1.436842105263158,0.66,2.173223684210526,206.45624999999998
LV,?,NUTS0,AG,broad,H,85,3.3411764705882354,0.48,3.675294117647059,312.4
LV,?,NUTS0,AI,broad,H,65,3.5353846153846153,0.48,3.8889230769230765,252.77999999999997
LV,?,NUTS0,BT,broad,H,95,2.6789473684210527,0.49,3.0082346491228074,285.7822916666667
LV,?,NUTS0,OB,broad,H,95,3.0052631578947366,0.45,3.099177631578947,294.42187499999994
LV,?,NUTS0,PA,con,H,95,3.182105263157895,0.44,3.2086228070175444,304.8191666666667
LV,?,NUTS0,PS,con,H,95,2.991578947368421,0.43,2.9479517543859646,280.05541666666664
LV,?,NUTS0,PT,broad,H,75,5.516,0.36,4.5507,341.3025
LV,?,NUTS0,QR,broad,H,95,2.502105263157895,0.45,2.5802960526315792,245.12812500000004
NL,NL00,NL00,BT,broad,H,25,2.472,0.56,3.1724,79.31
NL,NL00,NL00,DF,con,H,55,4.674545454545455,0.47,5.0348749999999995,276.918125
NL,NL00,NL00,FS,broad,H,85,3.131764705882353,0.62,4.4497156862745095,378.2258333333333
NL,NL00,NL00,LD,con,H,55,3.9363636363636365,0.45,4.059375,223.265625
NL,NL00,NL00,OB,broad,H,25,4.552,0.56,5.841733333333333,146.04333333333332
NL,NL00,NL00,OC,con,H,65,4.163076923076924,0.45,4.293173076923077,279.05625000000003
NL,NL00,NL00,OP,con,H,25,6.68,0.45,6.888749999999999,172.21874999999997
NL,NL00,NL00,PA,con,H,75,3.2359999999999998,0.42,3.1146499999999993,233.59874999999994
NL,NL00,NL00,PN,con,H,85,2.92,0.45,3.0112499999999995,255.95624999999995
NL,NL00,NL00,PP,broad,H,55,4.283636363636363,0.51,5.006499999999999,275.35749999999996
NL,NL00,NL00,PS,con,H,85,2.0670588235294116,0.45,2.1316544117647056,181.19062499999998
NL,NL00,NL00,QP,broad,H,95,2.4610526315789474,0.57,3.2147499999999996,305.40124999999995
NL,NL00,NL00,QR,broad,H,75,2.74,0.57,3.5791250000000003,268.43437500000005
PL,BT,BT,AG,broad,H,65,5.4569230769230765,0.36,4.501961538461538,292.6275
PL,CP,CP,AG,broad,H,95,2.4368421052631577,0.37,2.066239035087719,196.29270833333328
PL,MP,MP,AG,broad,H,75,4.034666666666667,0.36,3.3286000000000007,249.64500000000004
PL,MS,MS,AG,broad,H,75,4.354666666666667,0.36,3.5925999999999996,269.445
PL,MZ,MZ,AG,broad,H,65,4.975384615384615,0.36,4.104692307692307,266.80499999999995
PL,SD,SD,AG,broad,H,75,5.114666666666667,0.36,4.219600000000001,316.47
PL,SL,SL,AG,broad,H,65,4.7846153846153845,0.36,3.9473076923076915,256.57499999999993
PL,WP,WP,AG,broad,H,65,4.690769230769231,0.36,3.869884615384615,251.5425
PL,BT,BT,BT,broad,H,75,3.990666666666667,0.45,4.115375,308.65312500000005
PL,CP,CP,BT,broad,H,95,2.6473684210526316,0.46,2.790767543859649,265.12291666666664
PL,MP,MP,BT,broad,H,75,3.1146666666666665,0.46,3.283377777777777,246.25333333333327
PL,MS,MS,BT,broad,H,75,3.648,0.46,3.8456,288.42
PL,MZ,MZ,BT,broad,H,75,3.1893333333333334,0.46,3.3620888888888887,252.15666666666664
PL,SD,SD,BT,broad,H,75,2.8773333333333335,0.47,3.0991277777777775,232.4345833333333
PL,SL,SL,BT,broad,H,65,3.3707692307692305,0.47,3.630599358974358,235.98895833333327
PL,WP,WP,BT,broad,H,65,2.693846153846154,0.47,2.9014967948717945,188.59729166666665
PL,BT,BT,FS,broad,H,75,3.9386666666666663,0.6,5.415666666666665,406.17499999999984
PL,CP,CP,FS,broad,H,95,4.488421052631579,0.57,5.8629999999999995,556.9849999999999
PL,MP,MP,FS,broad,H,75,3.986666666666667,0.59,5.390305555555555,404.2729166666666
PL,MS,MS,FS,broad,H,85,5.261176470588235,0.57,6.87241176470588,584.1549999999999
PL,MZ,MZ,FS,broad,H,65,1.763076923076923,0.67,2.7070576923076923,175.95875
PL,SD,SD,FS,broad,H,75,5.425333333333333,0.57,7.086841666666665,531.5131249999998
PL,SL,SL,FS,broad,H,65,3.9784615384615387,0.6,5.470384615384615,355.575
PL,WP,WP,FS,broad,H,65,3.9953846153846153,0.6,5.493653846153847,357.08750000000003
PL,BT,BT,OB,broad,H,65,4.686153846153847,0.36,3.866076923076923,251.295
PL,CP,CP,OB,broad,H,95,3.453684210526316,0.36,2.84928947368421,270.68249999999995
PL,MP,MP,OB,broad,H,75,3.6,0.36,2.9699999999999998,222.74999999999997
PL,MS,MS,OB,broad,H,85,2.583529411764706,0.37,2.1906176470588234,186.2025
PL,MZ,MZ,OB,broad,H,65,4.096923076923077,0.37,3.473849358974359,225.80020833333333
PL,SD,SD,OB,broad,H,85,4.0600000000000005,0.36,3.3495000000000004,284.70750000000004
PL,SL,SL,OB,broad,H,75,3.9319999999999995,0.36,3.243899999999999,243.29249999999993
PL,WP,WP,OB,broad,H,65,4.610769230769231,0.36,3.8038846153846153,247.2525
PL,BT,BT,OC,con,H,65,6.195384615384615,0.44,6.247012820512819,406.0558333333332
PL,CP,CP,OC,con,H,95,4.74,0.44,4.7795,454.05249999999995
PL,MP,MP,OC,con,H,75,4.034666666666667,0.45,4.160750000000001,312.0562500000001
PL,MS,MS,OC,con,H,75,3.8733333333333335,0.45,3.994375,299.578125
PL,MZ,MZ,OC,con,H,65,3.46,0.46,3.647416666666667,237.08208333333334
PL,SD,SD,OC,con,H,85,5.114117647058824,0.44,5.156735294117647,438.3225
PL,SL,SL,OC,con,H,65,4.413846153846153,0.45,4.551778846153845,295.86562499999997
PL,WP,WP,OC,con,H,65,3.149230769230769,0.46,3.3198141025641026,215.78791666666666
PL,BT,BT,PA,con,H,65,5.836923076923076,0.44,5.885564102564103,382.56166666666667
PL,CP,CP,PA,con,H,95,3.677894736842105,0.44,3.7085438596491223,352.3116666666666
PL,MP,MP,PA,con,H,75,2.6493333333333333,0.44,2.671411111111111,200.35583333333332
PL,MS,MS,PA,con,H,75,4.565333333333333,0.44,4.603377777777777,345.2533333333333
PL,MZ,MZ,PA,con,H,65,4.176923076923077,0.44,4.211730769230769,273.7625
PL,SD,SD,PA,con,H,85,4.729411764705882,0.43,4.660441176470588,396.1375
PL,SL,SL,PA,con,H,65,4.7846153846153845,0.44,4.824487179487178,313.5916666666666
PL,WP,WP,PA,con,H,65,4.224615384615385,0.44,4.259820512820513,276.8883333333333
PL,BT,BT,PS,con,H,85,4.225882352941176,0.34,3.2926666666666664,279.87666666666667
PL,CP,CP,PS,con,H,95,4.752631578947368,0.33,3.5941776315789475,341.44687500000003
PL,MP,MP,PS,con,H,75,3.986666666666667,0.35,3.1976388888888883,239.82291666666663
PL,MS,MS,PS,con,H,85,4.303529411764706,0.34,3.3531666666666666,285.01916666666665
PL,MZ,MZ,PS,con,H,75,3.9040000000000004,0.35,3.131333333333333,234.85
PL,SD,SD,PS,con,H,65,3.9661538461538464,0.36,3.272076923076923,212.685
PL,SL,SL,PS,con,H,75,4.1626666666666665,0.35,3.338805555555555,250.41041666666663
PL,WP,WP,PS,con,H,65,4.270769230769231,0.36,3.523384615384615,229.01999999999998
PL,BT,BT,QR,broad,H,65,4.359999999999999,0.6,5.994999999999999,389.67499999999995
PL,CP,CP,QR,broad,H,95,3.7747368421052636,0.58,5.017254385964913,476.6391666666667
PL,MP,MP,QR,broad,H,75,3.721333333333334,0.6,5.116833333333334,383.76250000000005
PL,MS,MS,QR,broad,H,75,3.3026666666666666,0.61,4.616852777777777,346.2639583333333
PL,MZ,MZ,QR,broad,H,65,3.6569230769230767,0.61,5.112073717948718,332.28479166666665
PL,SD,SD,QR,broad,H,85,4.444705882352942,0.58,5.907754901960784,502.15916666666664
PL,SL,SL,QR,broad,H,75,3.9426666666666663,0.59,5.330813888888888,399.8110416666666
PL,WP,WP,QR,broad,H,75,3.856,0.6,5.301999999999999,397.6499999999999
PT,PT11,PT11,PM,con,H,95,1.8810526315789473,0.5,2.1553728070175437,204.76041666666666
PT,PT15,PT15,PM,con,H,95,1.8810526315789473,0.5,2.1553728070175437,204.76041666666666
PT,PT16,PT16,PM,con,H,95,1.8810526315789473,0.5,2.1553728070175437,204.76041666666666
PT,PT17,PT17,PM,con,H,95,1.8810526315789473,0.5,2.1553728070175437,204.76041666666666
PT,PT18,PT18,PM,con,H,95,1.8810526315789473,0.5,2.1553728070175437,204.76041666666666
PT,PT11,PT11,PP,con,H,95,1.8810526315789473,0.5,2.1553728070175437,204.76041666666666
PT,PT15,PT15,PP,con,H,95,1.8810526315789473,0.5,2.1553728070175437,204.76041666666666
PT,PT16,PT16,PP,con,H,95,1.8810526315789473,0.5,2.1553728070175437,204.76041666666666
PT,PT17,PT17,PP,con,H,95,1.8810526315789473,0.5,2.1553728070175437,204.76041666666666
PT,PT18,PT18,PP,con,H,95,1.8810526315789473,0.5,2.1553728070175437,204.76041666666666
RO,RO11,RO11,AA,con,H,95,4.5884210526315785,0.4,4.206052631578947,399.575
RO,RO12,RO12,AA,con,H,95,4.5884210526315785,0.4,4.206052631578947,399.575
RO,RO21,RO21,AA,con,H,95,4.5884210526315785,0.4,4.206052631578947,399.575
RO,RO22,RO22,AA,con,H,95,4.5884210526315785,0.4,4.206052631578947,399.575
RO,RO31,RO31,AA,con,H,95,4.5884210526315785,0.4,4.206052631578947,399.575
RO,RO41,RO41,AA,con,H,95,4.5884210526315785,0.4,4.206052631578947,399.575
RO,RO11,RO11,ConBroad,con,H,95,2.8926315789473684,0.52,3.4470526315789476,327.47
RO,RO12,RO12,ConBroad,con,H,95,3.2063157894736842,0.52,3.820859649122807,362.9816666666667
RO,RO21,RO21,ConBroad,con,H,95,3.7305263157894735,0.52,4.445543859649122,422.3266666666666
RO,RO22,RO22,ConBroad,con,H,95,3.5389473684210526,0.52,4.217245614035088,400.6383333333333
RO,RO31,RO31,ConBroad,con,H,95,3.3526315789473684,0.52,3.995219298245614,379.54583333333335
RO,RO41,RO41,ConBroad,con,H,95,4.071578947368421,0.52,4.851964912280701,460.9366666666666
RO,RO42,RO42,ConBroad,con,H,95,4.272631578947368,0.52,5.091552631578947,483.6975
RO,RO11,RO11,FS,broad,H,95,2.417894736842105,0.64,3.5462456140350875,336.8933333333333
RO,RO12,RO12,FS,broad,H,95,2.778947368421053,0.64,4.075789473684211,387.20000000000005
RO,RO21,RO21,FS,broad,H,95,2.5873684210526315,0.64,3.7948070175438597,360.50666666666666
RO,RO22,RO22,FS,broad,H,85,2.601176470588235,0.64,3.8150588235294114,324.28
RO,RO31,RO31,FS,broad,H,95,2.486315789473684,0.64,3.6465964912280695,346.4266666666666
RO,RO41,RO41,FS,broad,H,95,2.9378947368421056,0.64,4.308912280701755,409.3466666666667
RO,RO42,RO42,FS,broad,H,95,2.9494736842105262,0.64,4.3258947368421055,410.96000000000004
RO,RO11,RO11,OB,broad,H,95,1.8105263157894738,0.6,2.4894736842105263,236.5
RO,RO12,RO12,OB,broad,H,95,1.991578947368421,0.6,2.738421052631579,260.15
RO,RO21,RO21,OB,broad,H,95,2.1021052631578945,0.6,2.8903947368421044,274.5874999999999
RO,RO22,RO22,OB,broad,H,95,1.8905263157894736,0.6,2.599473684210526,246.95
RO,RO31,RO31,OB,broad,H,95,1.8263157894736841,0.6,2.5111842105263156,238.56249999999997
RO,RO32,RO32,OB,broad,H,95,1.9968421052631578,0.6,2.7456578947368415,260.8374999999999
RO,RO41,RO41,OB,broad,H,95,1.9557894736842107,0.6,2.6892105263157893,255.475
RO,RO42,RO42,OB,broad,H,95,2.2621052631578946,0.6,3.110394736842105,295.48749999999995
RO,RO11,RO11,OC,con,H,95,2.995789473684211,0.4,2.7461403508771935,260.8833333333334
RO,RO12,RO12,OC,con,H,95,3.7842105263157895,0.4,3.468859649122807,329.5416666666667
RO,RO21,RO21,OC,con,H,95,4.028421052631579,0.4,3.6927192982456134,350.8083333333333
RO,RO22,RO22,OC,con,H,95,3.666315789473684,0.4,3.3607894736842105,319.275
RO,RO31,RO31,OC,con,H,95,3.444210526315789,0.4,3.15719298245614,299.93333333333334
RO,RO32,RO32,OC,con,H,95,3.666315789473684,0.4,3.3607894736842105,319.275
RO,RO41,RO41,OC,con,H,95,4.6968421052631575,0.4,4.305438596491228,409.01666666666665
RO,RO42,RO42,OC,con,H,95,3.944210526315789,0.4,3.6155263157894737,343.475
RO,RO11,RO11,PA,con,H,95,2.526315789473684,0.4,2.3157894736842106,220.0
RO,RO12,RO12,PA,con,H,95,3.234736842105263,0.4,2.965175438596491,281.69166666666666
RO,RO21,RO21,PA,con,H,95,3.6168421052631583,0.4,3.3154385964912283,314.9666666666667
RO,RO22,RO22,PA,con,H,95,3.388421052631579,0.4,3.1060526315789474,295.075
RO,RO31,RO31,PA,con,H,95,3.995789473684211,0.4,3.6628070175438596,347.96666666666664
RO,RO41,RO41,PA,con,H,95,3.277894736842105,0.4,3.0047368421052627,285.44999999999993
RO,RO42,RO42,PA,con,H,95,3.491578947368421,0.4,3.2006140350877192,304.05833333333334
RO,RO11,RO11,PredBroad,broad,H,95,2.488421052631579,0.58,3.3075263157894734,314.215
RO,RO12,RO12,PredBroad,broad,H,95,2.890526315789474,0.58,3.841991228070176,364.9891666666667
RO,RO21,RO21,PredBroad,broad,H,95,2.9357894736842103,0.58,3.902153508771929,370.70458333333323
RO,RO22,RO22,PredBroad,broad,H,95,3.027368421052632,0.58,4.023877192982456,382.2683333333334
RO,RO31,RO31,PredBroad,broad,H,95,2.588421052631579,0.58,3.44044298245614,326.8420833333333
RO,RO32,RO32,PredBroad,broad,H,95,2.6694736842105264,0.58,3.5481754385964908,337.0766666666666
RO,RO41,RO41,PredBroad,broad,H,95,2.7157894736842105,0.58,3.6097368421052627,342.92499999999995
RO,RO42,RO42,PredBroad,broad,H,95,3.0505263157894738,0.58,4.054657894736842,385.19249999999994
RO,RO11,RO11,PredCon,con,H,95,2.944210526315789,0.46,3.1036885964912275,294.8504166666666
RO,RO12,RO12,PredCon,con,H,95,3.6210526315789475,0.46,3.81719298245614,362.63333333333327
RO,RO21,RO21,PredCon,con,H,95,4.310526315789474,0.46,4.544013157894737,431.68125000000003
RO,RO22,RO22,PredCon,con,H,95,4.03578947368421,0.46,4.254394736842105,404.16749999999996
RO,RO31,RO31,PredCon,con,H,95,3.8,0.46,4.005833333333333,380.5541666666667
RO,RO41,RO41,PredCon,con,H,95,2.9610526315789474,0.46,3.12144298245614,296.5370833333333
RO,RO42,RO42,PredCon,con,H,95,3.845263157894737,0.46,4.053548245614035,385.08708333333334
RO,RO11,RO11,QR,broad,H,95,1.9294736842105265,0.65,2.874111842105263,273.040625
RO,RO12,RO12,QR,broad,H,85,1.8658823529411763,0.65,2.7793872549019607,236.24791666666667
RO,RO21,RO21,QR,broad,H,95,1.6357894736842107,0.65,2.4366447368421054,231.48125000000002
RO,RO22,RO22,QR,broad,H,45,2.6333333333333333,0.65,3.922569444444444,176.51562499999997
RO,RO31,RO31,QR,broad,H,95,1.5905263157894736,0.65,2.3692214912280702,225.07604166666667
RO,RO32,RO32,QR,broad,H,95,2.128421052631579,0.65,3.17046052631579,301.19375
RO,RO41,RO41,QR,broad,H,95,1.456842105263158,0.65,2.1700877192982455,206.15833333333333
RO,RO42,RO42,QR,broad,H,95,2.174736842105263,0.65,3.2394517543859647,307.74791666666664
SE,SE11,SE11,BT,broad,H,85,3.172941176470588,0.51,3.7083749999999998,315.21187499999996
SE,SE12,SE12,BT,broad,H,85,2.901176470588235,0.51,3.3907499999999997,288.21374999999995
SE,SE21,SE21,BT,broad,H,75,2.7266666666666666,0.51,3.1867916666666667,239.009375
SE,SE22,SE22,BT,broad,H,65,3.4384615384615387,0.51,4.018701923076923,261.21562500000005
SE,SE23,SE23,BT,broad,H,65,3.3830769230769233,0.51,3.953971153846154,257.008125
SE,SE31,SE31,BT,broad,H,85,2.3811764705882354,0.51,2.7830000000000004,236.55500000000004
SE,SE32,SE32,BT,broad,H,85,1.9752941176470589,0.51,2.308625,196.233125
