NUTS2,YL
SI03,10.359941252970478
UKC2,0.0
SE31,3.68758941376469
FRH0,8.811648861557341
UKG3,0.0
UKD6,0.0
UKD7,0.0
UKH1,0.0
SE32,3.186601702027887
UKI7,0.0
UKI3,0.0
UKI4,0.0
UKI5,0.0
UKD1,0.0
UKD3,0.0
UKD4,0.0
UKE4,0.0
HU32,5.142950893461232
HU33,4.9205380095546305
UKE2,0.0
UKF1,0.0
UKJ4,0.0
UKI6,0.0
UKF2,0.0
UKK4,0.0
UKK1,0.0
UKK2,0.0
SE22,6.0534918177925805
UKE1,0.0
UKJ2,0.0
TR82,4.300963624338624
TRC2,11.448053921568627
TRC3,3.7019111111111105
TR81,6.736610781730346
TRB2,7.7696319882485145
TR83,7.244449249960599
TR90,3.1351608187134503
TR71,14.841146886446886
TRC1,10.549752777777778
TRA2,4.927595267160041
TRB1,6.91484011627907
TRA1,5.626770684094035
TR63,7.38772601010101
TR72,4.254276605530698
NO02,0.0
TR61,7.777444289044288
TR62,5.315866741741742
HR06,8.505964828897339
NO06,0.0
NO07,0.0
TR33,7.6656459523809515
TR41,11.090657407407408
TR21,10.177814009661835
TR42,7.882888988154323
TR22,10.169794457961611
TR31,12.243282905982907
TR10,4.238499999999999
NO08,0.0
TR32,10.240204193670008
NO09,0.0
NO0A,0.0
TR51,6.562788888888888
TR52,13.240477547294171
HR05,5.100520833333333
NO0B,0.0
